adsh	tag	version	ddate	qtrs	uom	dimh	iprx	value	footnote	footlen	dimn	coreg	durp	datp	dcml
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170331	1	USD	0x00000000	0	233871000.0000		0	0		0.024658024	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170331	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-23237000.0000		0	1		0.024658024	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170331	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	257108000.0000		0	1		0.024658024	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170630	1	USD	0x00000000	0	242484000.0000		0	0		0.013698995	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170630	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-24599000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170630	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	267083000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170930	1	USD	0x00000000	0	230223000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170930	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-25013000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20170930	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	255236000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20171231	1	USD	0x00000000	0	247132000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20171231	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-26219000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20171231	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	273351000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20171231	4	USD	0x00000000	0	953710000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20171231	4	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-99068000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20171231	4	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	1052778000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180331	1	USD	0x00000000	0	282310000.0000		0	0		0.024658024	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180331	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-18420000.0000		0	1		0.024658024	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180331	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	300730000.0000		0	1		0.024658024	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180630	1	USD	0x00000000	0	299095000.0000		0	0		0.013698995	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180630	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-18118000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180630	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	317213000.0000		0	1		0.013698995	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180930	1	USD	0x00000000	0	308620000.0000		0	0		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180930	1	USD	0xf1def3b239d0ec69ab25bdbbb0596c86	0	-18406000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20180930	1	USD	0x56a7fb8b72052db31bcf5cf7addccd4f	0	327026000.0000		0	1		0.0027400255	0.0	-3
0001065280-19-000043	TechnologyandDevelopmentExpense	0001065280-19-000043	20181231	4	USD	0x00000000	0	1221814000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	BuildingsAndImprovementsGross	us-gaap/2018	20181231	0	USD	0x1cefd0c247c3f1cefd3b70581e60a33f	0	41000000.0000		0	2		0.0	0.0	-6
0001065280-19-000043	CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect	us-gaap/2018	20161231	4	USD	0x00000000	0	-341754000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect	us-gaap/2018	20171231	4	USD	0x00000000	0	1355219000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect	us-gaap/2018	20181231	4	USD	0x00000000	0	989246000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	CommonStockParOrStatedValuePerShare	us-gaap/2018	20171231	0	USD	0x00000000	0	0.0010		0	0		0.0	0.0	32767
0001065280-19-000043	CommonStockParOrStatedValuePerShare	us-gaap/2018	20181231	0	USD	0x00000000	0	0.0010		0	0		0.0	0.0	32767
0001065280-19-000043	DebtInstrumentRedemptionPricePercentage	us-gaap/2018	20181231	4	pure	0x6d88299149de1ce6f8df455d0c2e9a8f	0	1.0100		0	1		0.01095891	0.0	32767
0001065280-19-000043	DeferredForeignIncomeTaxExpenseBenefit	us-gaap/2018	20161231	4	USD	0x00000000	0	-8384000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	DeferredForeignIncomeTaxExpenseBenefit	us-gaap/2018	20171231	4	USD	0x00000000	0	-2030000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	DeferredForeignIncomeTaxExpenseBenefit	us-gaap/2018	20181231	4	USD	0x00000000	0	4267000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	DeferredIncomeTaxExpenseBenefit	us-gaap/2018	20161231	4	USD	0x00000000	0	-46847000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	DeferredIncomeTaxExpenseBenefit	us-gaap/2018	20171231	4	USD	0x00000000	0	-208688000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	DeferredIncomeTaxExpenseBenefit	us-gaap/2018	20181231	4	USD	0x00000000	0	-85520000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	DeferredTaxAssetsValuationAllowance	us-gaap/2018	20171231	0	USD	0x00000000	0	49431000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	DeferredTaxAssetsValuationAllowance	us-gaap/2018	20181231	0	USD	0x00000000	1	125000000.0000		0	0		0.0	0.0	-6
0001065280-19-000043	DeferredTaxAssetsValuationAllowance	us-gaap/2018	20181231	0	USD	0x00000000	0	124996000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	DeferredTaxLiabilitiesPropertyPlantAndEquipment	us-gaap/2018	20171231	0	USD	0x00000000	0	70382000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	DeferredTaxLiabilitiesPropertyPlantAndEquipment	us-gaap/2018	20181231	0	USD	0x00000000	0	151678000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ExcessTaxBenefitFromShareBasedCompensationFinancingActivities	us-gaap/2018	20161231	4	USD	0x00000000	0	65121000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ExcessTaxBenefitFromShareBasedCompensationFinancingActivities	us-gaap/2018	20171231	4	USD	0x00000000	0	0.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ExcessTaxBenefitFromShareBasedCompensationFinancingActivities	us-gaap/2018	20181231	4	USD	0x00000000	0	0.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	IncreaseDecreaseInAccountsPayable	us-gaap/2018	20161231	4	USD	0x00000000	0	32247000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	IncreaseDecreaseInAccountsPayable	us-gaap/2018	20171231	4	USD	0x00000000	0	74559000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	IncreaseDecreaseInAccountsPayable	us-gaap/2018	20181231	4	USD	0x00000000	0	199198000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet	us-gaap/2018	20161231	4	USD	0x00000000	0	52294000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet	us-gaap/2018	20171231	4	USD	0x00000000	0	73803000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet	us-gaap/2018	20181231	4	USD	0x00000000	0	-2062000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	LongTermDebt	us-gaap/2018	20171231	0	USD	0x00000000	0	9048828000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	LongTermDebt	us-gaap/2018	20181231	0	USD	0x00000000	0	14873195000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	OperatingLeaseLiability	us-gaap/2018	20190331	0	USD	0x667e183d8232e2b78495663dc5174257	0	700000000.0000		0	1		0.0	0.0	-6
0001065280-19-000043	OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent	us-gaap/2018	20161231	4	USD	0x00000000	0	-5464000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent	us-gaap/2018	20171231	4	USD	0x00000000	0	27409000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent	us-gaap/2018	20181231	4	USD	0x00000000	0	975000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent	us-gaap/2018	20161231	4	USD	0x00000000	0	-5257000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent	us-gaap/2018	20161231	4	USD	0x2bea873ec009ac34c4d14deb5c0cc4f0	0	-5257000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent	us-gaap/2018	20171231	4	USD	0x00000000	0	28008000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent	us-gaap/2018	20171231	4	USD	0x2bea873ec009ac34c4d14deb5c0cc4f0	0	28008000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent	us-gaap/2018	20181231	4	USD	0x00000000	0	975000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent	us-gaap/2018	20181231	4	USD	0x2bea873ec009ac34c4d14deb5c0cc4f0	0	975000.0000		0	1		0.01095891	0.0	-3
0001065280-19-000043	OtherNoncashIncomeExpense	us-gaap/2018	20161231	4	USD	0x00000000	0	-40909000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	OtherNoncashIncomeExpense	us-gaap/2018	20171231	4	USD	0x00000000	0	-57207000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	OtherNoncashIncomeExpense	us-gaap/2018	20181231	4	USD	0x00000000	0	-40428000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities	us-gaap/2018	20161231	4	USD	0x00000000	0	140245000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities	us-gaap/2018	20171231	4	USD	0x00000000	0	22705000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities	us-gaap/2018	20181231	4	USD	0x00000000	0	0.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ProceedsFromPaymentsForOtherFinancingActivities	us-gaap/2018	20161231	4	USD	0x00000000	0	230000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ProceedsFromPaymentsForOtherFinancingActivities	us-gaap/2018	20171231	4	USD	0x00000000	0	255000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ProceedsFromPaymentsForOtherFinancingActivities	us-gaap/2018	20181231	4	USD	0x00000000	0	-1956000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0x00000000	0	641218000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0x9bee4ca5246c5890b1f6c095ba1c6382	0	59316000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0xefc78d8b256129fe57547633d6f30bc7	0	30039000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0xc8d72ca3b1c7d0d1e4e9c6065cdb907c	0	40681000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0xb9423c4397af54b4437725936c2d45d2	0	8267000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0x057e25ede9227694831dc08fb5f5d154	0	49217000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0xa19df5d80577f90101186faa5e65ce98	0	0.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0x7be7e56fb8da76fd2094ff5c34b09be3	0	229848000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0x360c165bfd3f8661372002138175e4ca	0	0.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20171231	0	USD	0x48099897559dc856fecae7bd1512fba0	0	223850000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0x00000000	0	786800000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0x9bee4ca5246c5890b1f6c095ba1c6382	0	53416000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0xefc78d8b256129fe57547633d6f30bc7	0	62560000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0xc8d72ca3b1c7d0d1e4e9c6065cdb907c	0	73468000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0xb9423c4397af54b4437725936c2d45d2	0	19548000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0x057e25ede9227694831dc08fb5f5d154	0	63667000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0xa19df5d80577f90101186faa5e65ce98	0	6125000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0x7be7e56fb8da76fd2094ff5c34b09be3	0	282028000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0x360c165bfd3f8661372002138175e4ca	0	1692000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	PropertyPlantAndEquipmentGross	us-gaap/2018	20181231	0	USD	0x48099897559dc856fecae7bd1512fba0	0	224296000.0000		0	1		0.0	0.0	-3
0001065280-19-000043	RetainedEarningsAccumulatedDeficit	us-gaap/2018	20171231	0	USD	0x00000000	0	1731117000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	RetainedEarningsAccumulatedDeficit	us-gaap/2018	20181231	0	USD	0x00000000	0	2942359000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue	us-gaap/2018	20161231	4	USD	0x00000000	0	189000000.0000		0	0		0.0	0.0	-6
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue	us-gaap/2018	20171231	4	USD	0x00000000	0	464000000.0000		0	0		0.01095891	0.0	-6
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue	us-gaap/2018	20181231	4	USD	0x00000000	0	863000000.0000		0	0		0.01095891	0.0	-6
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue	us-gaap/2018	20181231	0	USD	0x00000000	0	3748339000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice	us-gaap/2018	20181231	0	USD	0x00000000	0	89.6100		0	0		0.0	0.0	2
0001065280-19-000043	StockIssuedDuringPeriodSharesStockOptionsExercised	us-gaap/2018	20161231	4	shares	0x00000000	0	2113772.0000		0	0		0.0	0.0	32767
0001065280-19-000043	StockIssuedDuringPeriodSharesStockOptionsExercised	us-gaap/2018	20161231	4	shares	0x67850a845c93068ab03fbf83c85f7a0d	0	2113772.0000		0	1		0.0	0.0	32767
0001065280-19-000043	StockIssuedDuringPeriodSharesStockOptionsExercised	us-gaap/2018	20171231	4	shares	0x00000000	0	3338474.0000		0	0		0.01095891	0.0	32767
0001065280-19-000043	StockIssuedDuringPeriodSharesStockOptionsExercised	us-gaap/2018	20171231	4	shares	0x67850a845c93068ab03fbf83c85f7a0d	0	3338474.0000		0	1		0.01095891	0.0	32767
0001065280-19-000043	StockIssuedDuringPeriodSharesStockOptionsExercised	us-gaap/2018	20181231	4	shares	0x00000000	0	3205911.0000		0	0		0.01095891	0.0	32767
0001065280-19-000043	StockIssuedDuringPeriodSharesStockOptionsExercised	us-gaap/2018	20181231	4	shares	0x67850a845c93068ab03fbf83c85f7a0d	0	3205911.0000		0	1		0.01095891	0.0	32767
0001065280-19-000043	UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions	us-gaap/2018	20181231	4	USD	0x00000000	0	4486000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2018	20161231	4	shares	0x00000000	0	428822000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2018	20171231	4	shares	0x00000000	0	431885000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2018	20181231	4	shares	0x00000000	0	435374000.0000		0	0		0.01095891	0.0	-3
0001065280-19-000043	ContentAssetsNetNoncurrent	0001065280-19-000043	20171231	0	USD	0x00000000	0	10371055000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ContentAssetsNetNoncurrent	0001065280-19-000043	20181231	0	USD	0x00000000	0	14960954000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ContentLiabilitiesNoncurrent	0001065280-19-000043	20171231	0	USD	0x00000000	0	3329796000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ContentLiabilitiesNoncurrent	0001065280-19-000043	20171231	0	USD	0xcd53c387a593ab46217c4ecb2ee19052	0	3300000000.0000		0	1		0.0	0.0	-8
0001065280-19-000043	ContentLiabilitiesNoncurrent	0001065280-19-000043	20181231	0	USD	0x00000000	0	3759026000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ContentLiabilitiesNoncurrent	0001065280-19-000043	20181231	0	USD	0xcd53c387a593ab46217c4ecb2ee19052	0	3800000000.0000		0	1		0.0	0.0	-8
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160331	1	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3550		0	2		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160331	1	pure	0x520e2e24da1256b0e2b0f2412149357e	0	-0.1600		0	2		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160331	1	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3310		0	1		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160331	1	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	-0.2280		0	1		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160630	1	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3430		0	2		0.013698995	0.0	3
0001065280-19-000043	CapitalandOperatingLeasesFutureMinimumPaymentsDue	0001065280-19-000043	20181231	0	USD	0x00000000	0	1708368000.0000		0	0		0.0	0.0	-3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160630	1	pure	0x520e2e24da1256b0e2b0f2412149357e	0	-0.0910		0	2		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160630	1	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3190		0	1		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160630	1	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	-0.1540		0	1		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160930	1	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3640		0	2		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160930	1	pure	0x520e2e24da1256b0e2b0f2412149357e	0	-0.0800		0	2		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160930	1	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3380		0	1		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20160930	1	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	-0.1460		0	1		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20161231	1	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3820		0	2		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20161231	1	pure	0x520e2e24da1256b0e2b0f2412149357e	0	-0.0700		0	2		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20161231	1	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3570		0	1		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20161231	1	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	-0.1330		0	1		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20161231	4	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3620		0	2		0.0	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20161231	4	pure	0x520e2e24da1256b0e2b0f2412149357e	0	-0.0960		0	2		0.0	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20161231	4	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3370		0	1		0.0	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20161231	4	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	-0.1610		0	1		0.0	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170331	1	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.4120		0	2		0.024658024	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170331	1	pure	0x520e2e24da1256b0e2b0f2412149357e	0	0.0410		0	2		0.024658024	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170331	1	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3810		0	1		0.024658024	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170331	1	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	-0.0290		0	1		0.024658024	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170630	1	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3720		0	2		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170630	1	pure	0x520e2e24da1256b0e2b0f2412149357e	0	-0.0110		0	2		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170630	1	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3400		0	1		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170630	1	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	-0.0780		0	1		0.013698995	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170930	1	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3580		0	2		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170930	1	pure	0x520e2e24da1256b0e2b0f2412149357e	0	0.0470		0	2		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170930	1	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3250		0	1		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20170930	1	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	-0.0150		0	1		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20171231	1	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3440		0	2		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20171231	1	pure	0x520e2e24da1256b0e2b0f2412149357e	0	0.0870		0	2		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20171231	1	pure	0xf65a2df63990e798dd6a16d5918d756a	0	0.3090		0	1		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20171231	1	pure	0x5131082f461ff6e9ce08f9e48d461fd5	0	0.0250		0	1		0.0027400255	0.0	3
0001065280-19-000043	ContributionMarginPercentage	0001065280-19-000043	20171231	4	pure	0xeaa776dcd8707f911df9d188f11f1580	0	0.3710		0	2		0.01095891	0.0	3
